id,id_recipe,id_ingredient,quantity,measurement
7802,2725,996,1.13,tbsp
7803,3480,1013,0.26,tbsp
7804,1710,504,1.66,ml
7805,2257,800,2.68,g
7806,1601,2267,1.75,ml
7807,3868,528,1.82,tbsp
7808,3811,17,4.11,cup
7809,1874,2469,0.43,g
7810,3940,2067,4.61,piece
7811,255,182,1.61,g
7812,3969,976,3.14,tsp
7813,3177,2541,2.84,tsp
7814,941,913,4.96,piece
7815,606,2473,0.25,tbsp
7816,3673,2279,0.45,tsp
7817,2145,1868,2.41,tsp
7818,2403,127,1.45,g
7819,1886,155,0.46,cup
7820,3146,1554,2.52,piece
7821,2864,938,4.79,tsp
7822,964,1495,2.09,tbsp
7823,625,2675,4.91,piece
7824,1092,1885,4.43,tbsp
7825,2621,167,2.09,g
7826,2418,2717,1.99,tbsp
7827,524,886,3.68,tbsp
7828,469,983,4.59,tbsp
7829,3111,1900,0.35,ml
7830,1511,2614,2.61,tsp
7831,150,482,2.44,cup
7832,2867,207,2.14,cup
7833,664,2659,0.76,tsp
7834,1978,1433,1.26,ml
7835,1398,2847,3.05,tbsp
7836,1768,2908,2.45,g
7837,2723,2952,3.09,ml
7838,531,343,0.84,tsp
7839,1188,2475,0.35,cup
7840,767,1761,3.98,tbsp
7841,2939,1107,4.47,g
7842,2321,756,3.24,tbsp
7843,689,372,3.73,tsp
7844,2299,1467,0.11,g
7845,3538,269,4.32,ml
7846,101,1120,3.76,cup
7847,3765,2779,2.04,tbsp
7848,1489,140,2.7,g
7849,3665,1984,1.99,cup
7850,3589,1078,2.24,cup
7851,767,2375,1.66,cup
7852,2041,148,4.81,tsp
7853,1816,2786,1.94,ml
7854,2742,944,4.35,ml
7855,289,523,4.21,ml
7856,553,1148,4.24,piece
7857,2455,907,0.13,tbsp
7858,2438,2678,1.46,tbsp
7859,1319,2008,3.3,g
7860,1357,880,3.35,cup
7861,3557,2774,1.83,ml
7862,74,1615,0.41,tbsp
7863,1135,1980,1.31,ml
7864,2173,2586,1.59,cup
7865,2976,1353,3.1,tbsp
7866,1417,2025,1.37,piece
7867,256,698,4.65,ml
7868,2960,1362,2.81,g
7869,977,2551,1.39,ml
7870,3304,1585,4.31,cup
7871,2681,2019,1.71,tbsp
7872,2346,2056,4.31,g
7873,2724,448,1.84,ml
7874,3336,1735,4.09,g
7875,27,1109,2.39,ml
7876,1859,2279,1.76,tbsp
7877,3484,1899,4.52,piece
7878,399,375,3.39,ml
7879,1095,1575,2.53,g
7880,35,1875,0.81,tsp
7881,186,2315,3.38,ml
7882,943,2508,3.6,tsp
7883,1861,2227,3.55,tsp
7884,2554,2103,2.58,cup
7885,3857,712,3.51,g
7886,313,1128,3.64,g
7887,1171,105,0.62,piece
7888,3499,2174,1.89,piece
7889,3675,339,1.74,tbsp
7890,2018,1450,3.72,cup
7891,2686,1305,2.0,tsp
7892,2857,560,2.4,g
7893,2887,1471,2.67,piece
7894,3225,1127,2.64,g
7895,327,752,0.32,cup
7896,3182,9,1.73,ml
7897,1740,596,1.89,piece
7898,2467,504,1.99,ml
7899,521,562,4.46,piece
7900,3353,675,0.96,piece
7901,3305,1514,1.09,cup
7902,636,1212,1.56,g
7903,3719,2754,4.35,cup
7904,1206,1932,4.24,piece
7905,1493,466,2.0,ml
7906,2368,1865,3.79,tbsp
7907,3731,2135,0.27,cup
7908,984,2333,0.22,g
7909,1824,1373,1.82,piece
7910,2990,2352,4.35,cup
7911,2992,1737,2.01,piece
7912,3216,1560,0.88,g
7913,1606,1508,1.46,piece
7914,2677,1413,4.48,tbsp
7915,2483,1848,2.65,tsp
7916,890,1243,2.42,ml
7917,1945,70,4.66,tsp
7918,746,627,3.69,tbsp
7919,36,2378,2.53,tbsp
7920,3992,1696,4.71,ml
7921,2678,236,1.47,g
7922,3199,288,2.5,tbsp
7923,1285,1566,3.75,ml
7924,570,1898,3.82,cup
7925,3583,397,2.13,g
7926,1517,405,2.3,g
7927,3219,2788,0.77,tsp
7928,1050,484,4.95,tsp
7929,1885,882,0.67,tbsp
7930,3430,2631,2.12,cup
7931,480,2838,2.33,ml
7932,3660,2979,4.92,g
7933,2589,1658,0.98,cup
7934,2668,2341,4.08,piece
7935,3683,93,1.68,tsp
7936,3529,312,2.08,g
7937,2517,1376,2.29,tbsp
7938,2941,2685,2.89,tsp
7939,1494,432,0.79,ml
7940,3513,1338,1.38,g
7941,1823,251,3.89,tsp
7942,848,1382,2.4,tsp
7943,1178,28,0.36,piece
7944,3743,12,1.9,tsp
7945,3784,2726,2.99,ml
7946,3035,2466,4.69,tsp
7947,1573,1934,0.77,tbsp
7948,1125,1605,1.87,piece
7949,879,2523,3.25,tsp
7950,1030,647,1.12,piece
7951,2166,2948,2.78,cup
7952,3600,2899,0.55,cup
7953,2729,184,0.57,piece
7954,3665,1130,0.78,tsp
7955,1328,249,1.06,piece
7956,3163,1881,4.6,ml
7957,3950,829,4.07,tsp
7958,2965,502,0.89,tbsp
7959,2614,1030,3.65,tbsp
7960,364,2043,4.66,tsp
7961,615,2922,3.8,g
7962,1730,2810,3.78,tsp
7963,322,966,1.48,piece
7964,1710,2313,4.37,ml
7965,1286,2727,1.29,cup
7966,1516,1934,2.15,tsp
7967,2111,671,0.65,tbsp
7968,2767,2321,0.1,tsp
7969,3597,2714,2.14,tbsp
7970,5,2315,4.32,piece
7971,3508,1714,1.42,tsp
7972,1428,1079,3.74,cup
7973,887,1898,3.87,tsp
7974,3322,1484,0.99,tsp
7975,3889,1556,2.08,ml
7976,3515,1434,4.18,ml
7977,72,1826,0.42,piece
7978,2396,2150,2.33,g
7979,1806,2088,1.63,tsp
7980,2553,850,0.77,piece
7981,2879,2373,3.74,tsp
7982,3759,1653,1.01,tbsp
7983,52,2614,2.8,tsp
7984,3263,613,2.52,g
7985,3859,2432,1.15,g
7986,554,1167,3.84,g
7987,1176,1588,1.79,piece
7988,478,851,1.73,tbsp
7989,2035,907,4.3,tbsp
7990,2002,2849,1.66,g
7991,2707,1936,1.32,piece
7992,593,253,3.09,tsp
7993,1186,93,0.89,tsp
7994,656,861,1.45,tsp
7995,2500,643,0.64,ml
7996,1822,2125,2.47,ml
7997,640,2605,2.87,tsp
7998,2384,24,2.98,ml
7999,108,2395,4.39,cup
8000,431,2835,1.25,ml
8001,3646,835,3.34,piece
8002,2288,1317,1.51,piece
8003,2290,930,0.95,cup
8004,1184,1617,4.73,piece
8005,138,1698,1.2,ml
8006,1084,2321,1.07,tsp
8007,1955,800,3.41,tbsp
8008,3462,1967,2.45,cup
8009,2044,1017,2.77,tbsp
8010,3387,2911,3.14,piece
8011,3668,2665,4.26,g
8012,493,1466,0.89,g
8013,790,2428,4.74,g
8014,1072,573,4.56,tsp
8015,463,1778,0.3,g
8016,153,240,3.95,tsp
8017,286,314,3.73,cup
8018,2391,1685,4.56,piece
8019,1089,324,4.02,tbsp
8020,1076,448,2.99,ml
8021,1392,398,1.62,tbsp
8022,3877,748,1.18,cup
8023,2238,343,2.98,piece
8024,1981,1518,0.94,ml
8025,3643,1874,2.45,tsp
8026,228,66,4.9,piece
8027,708,2300,0.8,tsp
8028,2111,2404,2.75,ml
8029,2064,2204,4.14,cup
8030,2989,1900,4.8,piece
8031,3106,1746,3.59,piece
8032,1979,2754,0.96,ml
8033,2132,662,1.75,piece
8034,387,2298,4.54,piece
8035,1340,2914,4.74,tsp
8036,3215,1123,1.48,ml
8037,465,2313,4.84,ml
8038,3433,2663,4.0,piece
8039,3263,1620,3.83,piece
8040,1211,1736,4.03,ml
8041,780,2386,4.37,cup
8042,1607,2433,0.76,ml
8043,3161,1772,3.23,g
8044,3823,381,1.78,g
8045,2590,455,3.65,ml
8046,2604,661,1.87,piece
8047,1477,2738,1.28,tsp
8048,3056,217,0.99,g
8049,3352,318,4.35,g
8050,488,1251,1.81,tsp
8051,3244,1604,4.79,cup
8052,3966,1934,4.26,ml
8053,869,1332,3.53,piece
8054,3545,1966,4.99,tbsp
8055,2477,1504,0.15,g
8056,3414,542,1.58,ml
8057,984,2577,3.12,cup
8058,3758,1686,1.03,ml
8059,1604,1793,2.93,ml
8060,3448,1431,1.87,tbsp
8061,1476,1560,3.45,ml
8062,298,2452,0.55,g
8063,3060,2300,1.71,g
8064,962,2572,2.06,piece
8065,3188,1353,4.8,tsp
8066,1324,467,4.78,g
8067,115,660,1.35,piece
8068,3789,2478,1.19,g
8069,3277,897,4.6,piece
8070,2394,687,4.43,g
8071,1326,736,3.97,tbsp
8072,1731,1596,2.69,cup
8073,3119,1479,4.87,tbsp
8074,1171,679,1.49,cup
8075,3185,1859,2.56,tsp
8076,3946,97,1.55,piece
8077,3790,671,2.06,piece
8078,3785,424,2.03,piece
8079,2305,2797,2.22,piece
8080,474,1642,4.7,tsp
8081,1677,1627,3.45,tsp
8082,3113,2435,0.15,cup
8083,602,1981,1.53,g
8084,172,1538,2.11,piece
8085,3722,2837,4.83,piece
8086,3735,2326,3.57,g
8087,3229,2037,4.44,ml
8088,752,2362,1.84,tsp
8089,940,1506,1.18,g
8090,2929,1420,1.86,tsp
8091,2065,1585,2.13,cup
8092,2947,884,0.23,cup
8093,1425,825,0.42,tbsp
8094,980,1754,1.66,cup
8095,3881,808,2.37,cup
8096,3373,1055,4.84,g
8097,2575,1348,1.54,piece
8098,3780,817,3.64,g
8099,1548,2496,4.36,piece
8100,2524,1822,2.48,piece
8101,1023,2734,4.52,tbsp
8102,55,93,0.55,g
8103,1655,2639,2.18,piece
8104,3156,1487,0.43,tsp
8105,1885,257,2.54,g
8106,908,1753,1.8,cup
8107,426,1031,2.74,ml
8108,97,812,3.44,piece
8109,1090,2543,3.45,tsp
8110,3956,519,2.37,ml
8111,2915,2653,0.2,g
8112,3905,115,4.96,piece
8113,897,2637,0.28,g
8114,990,1802,2.84,piece
8115,3486,1202,3.08,tsp
8116,731,1119,0.65,cup
8117,2974,1374,2.8,tbsp
8118,2728,1876,1.54,tsp
8119,476,578,2.37,cup
8120,2616,1023,0.63,cup
8121,154,2510,0.43,piece
8122,3033,2942,2.39,g
8123,2656,2970,3.63,ml
8124,2,2094,3.53,tbsp
8125,2118,2872,4.34,tsp
8126,91,1958,4.67,piece
8127,2698,2953,1.94,tsp
8128,3739,2879,3.43,tbsp
8129,2898,1469,2.3,g
8130,2522,744,1.78,g
8131,561,464,2.28,ml
8132,3637,589,0.88,cup
8133,2786,2142,3.8,cup
8134,1760,313,1.29,piece
8135,1116,1846,1.2,tbsp
8136,2318,993,0.11,piece
8137,259,33,0.87,ml
8138,2691,2357,1.58,cup
8139,2356,2021,3.07,piece
8140,2289,218,3.23,g
8141,1268,2009,1.95,g
8142,2914,1136,0.72,cup
8143,2990,2392,1.19,cup
8144,2785,699,4.97,tbsp
8145,1589,125,2.04,piece
8146,2473,797,4.36,tsp
8147,853,1659,0.8,tbsp
8148,3572,2413,1.83,tsp
8149,2297,2123,0.96,cup
8150,3726,460,2.1,piece
8151,1637,169,0.9,g
8152,3763,775,4.18,ml
8153,2483,963,0.74,cup
8154,3126,474,2.52,tbsp
8155,1372,251,3.37,g
8156,1999,826,1.52,tsp
8157,1170,526,0.48,piece
8158,1078,1316,1.35,tsp
8159,1260,833,3.71,tsp
8160,2394,2593,1.53,piece
8161,1325,1112,4.0,g
8162,2321,1339,3.62,g
8163,1276,2376,4.12,tsp
8164,2774,1282,2.02,tbsp
8165,3195,2601,1.06,cup
8166,687,766,3.7,ml
8167,1715,63,1.1,cup
8168,3703,2908,2.91,tsp
8169,1903,686,1.67,tbsp
8170,3171,921,1.17,g
8171,2886,573,1.57,ml
8172,141,847,3.25,tsp
8173,2128,1943,0.95,g
8174,920,508,3.2,cup
8175,2166,65,2.69,tsp
8176,193,546,4.78,piece
8177,69,1425,3.59,ml
8178,1651,2149,2.03,tsp
8179,637,2614,2.83,ml
8180,3404,692,0.47,cup
8181,629,2632,3.54,tbsp
8182,474,1860,0.58,tsp
8183,729,2607,4.43,piece
8184,3554,1146,2.18,tsp
8185,3389,1003,0.11,ml
8186,3219,2852,3.72,tsp
8187,1337,992,1.21,tsp
8188,2862,1772,3.51,cup
8189,2659,2621,2.4,cup
8190,729,1302,0.13,piece
8191,3426,926,4.27,cup
8192,3618,1806,2.43,g
8193,1845,616,3.8,g
8194,918,556,1.23,g
8195,268,2590,0.58,tbsp
8196,2308,2022,4.52,tsp
8197,3890,920,2.5,ml
8198,2523,1268,3.98,ml
8199,3809,587,3.93,cup
8200,1581,410,3.16,tbsp
8201,2996,2346,0.21,tbsp
8202,345,908,2.73,tbsp
8203,1585,15,4.98,piece
8204,3907,1181,0.83,tsp
8205,3942,216,5.0,tsp
8206,393,1576,3.45,tsp
8207,278,947,3.36,piece
8208,443,1245,1.53,g
8209,2922,2921,1.14,tsp
8210,191,69,0.92,tsp
8211,2729,102,4.19,ml
8212,3929,2229,0.23,cup
8213,3473,2672,4.99,tbsp
8214,81,1400,2.3,cup
8215,3105,242,3.43,tbsp
8216,1211,1979,3.92,piece
8217,2045,768,0.64,g
8218,166,1040,1.02,tsp
8219,2108,2888,1.94,ml
8220,745,102,3.15,cup
8221,1236,2445,2.12,piece
8222,2844,2113,4.06,tbsp
8223,3184,1577,4.32,tsp
8224,3698,1676,4.84,tbsp
8225,2325,838,2.1,g
8226,3191,1090,4.49,g
8227,1992,779,0.69,cup
8228,2799,1132,2.31,cup
8229,53,2492,1.27,piece
8230,2273,2201,4.86,cup
8231,1474,2832,4.63,piece
8232,3981,833,1.87,g
8233,669,243,3.29,cup
8234,2536,2198,4.91,g
8235,1539,1122,2.62,tbsp
8236,1990,46,1.96,tbsp
8237,1756,396,3.83,cup
8238,2858,928,1.54,g
8239,2803,2991,0.42,g
8240,324,1653,2.91,piece
8241,2049,2441,1.15,piece
8242,636,292,0.29,tbsp
8243,3406,2400,3.85,tbsp
8244,836,360,2.6,g
8245,1195,1851,2.47,ml
8246,2733,690,2.52,tbsp
8247,3507,9,1.94,g
8248,1388,675,2.07,g
8249,323,2301,3.28,ml
8250,1400,796,2.28,g
8251,2560,2388,0.45,g
8252,242,968,0.71,piece
8253,340,194,0.78,piece
8254,2096,2451,3.3,tbsp
8255,2397,2038,3.7,tsp
8256,628,2433,1.99,tbsp
8257,3101,652,4.57,g
8258,3034,2616,4.89,g
8259,202,2908,4.62,g
8260,3692,2050,2.05,ml
8261,3300,1939,3.99,ml
8262,3745,1514,0.62,ml
8263,2100,699,1.57,piece
8264,3586,1943,2.46,piece
8265,2966,2347,4.39,ml
8266,1747,2839,2.62,g
8267,1505,570,3.39,ml
8268,3371,2572,0.74,piece
8269,9,385,3.87,cup
8270,2915,2935,4.13,tsp
8271,2157,2290,2.13,cup
8272,2536,2763,0.15,cup
8273,2776,2164,0.23,tbsp
8274,2421,123,1.71,g
8275,3212,344,1.06,g
8276,3211,1288,4.75,piece
8277,153,787,2.97,tsp
8278,3556,626,3.23,piece
8279,1764,600,4.09,g
8280,2184,2307,3.48,cup
8281,2615,1263,1.45,tbsp
8282,1537,2572,2.0,piece
8283,1359,2955,4.59,tsp
8284,1629,494,4.24,tbsp
8285,753,1420,1.3,tsp
8286,2925,1633,4.62,g
8287,360,969,3.99,tbsp
8288,422,2836,3.35,cup
8289,563,962,1.88,cup
8290,296,1343,1.95,tbsp
8291,865,799,1.41,g
8292,379,463,2.4,g
8293,3248,1536,3.65,piece
8294,3461,2180,1.98,cup
8295,1612,1315,1.97,tbsp
8296,3515,598,4.12,cup
8297,2025,2166,2.13,ml
8298,328,1329,2.29,piece
8299,3001,1920,2.15,tbsp
8300,1789,2560,1.71,tsp
8301,2304,1652,2.73,g
8302,2185,2251,3.22,piece
8303,2766,1585,3.99,tsp
8304,1033,2996,3.22,ml
8305,3522,1099,2.73,tsp
8306,1057,1985,4.44,tbsp
8307,1056,2714,1.44,tbsp
8308,1113,552,0.2,g
8309,1778,2666,1.39,tbsp
8310,2639,185,2.89,cup
8311,939,2080,0.26,tbsp
8312,147,2840,0.88,ml
8313,790,1829,4.35,ml
8314,3605,914,4.36,g
8315,156,2208,1.14,cup
8316,1490,293,3.68,ml
8317,3218,1416,4.45,piece
8318,3073,1745,2.45,tsp
8319,51,1520,2.31,ml
8320,481,1778,3.21,cup
8321,2933,2178,3.24,cup
8322,3874,596,2.17,tbsp
8323,465,1054,0.44,g
8324,3189,92,3.73,tbsp
8325,1760,2861,3.41,ml
8326,1658,322,1.46,tsp
8327,1193,727,1.73,piece
8328,507,1343,3.23,tbsp
8329,3836,1008,1.9,tbsp
8330,1038,592,3.7,tbsp
8331,1525,447,3.32,tsp
8332,1577,14,4.2,ml
8333,1820,2765,4.23,piece
8334,1955,741,0.68,g
8335,3485,2640,4.12,piece
8336,942,204,3.83,tbsp
8337,2168,2040,3.2,cup
8338,2405,1434,3.99,tsp
8339,1404,2637,2.38,tbsp
8340,155,2638,0.25,g
8341,1728,2743,2.78,tsp
8342,1103,2912,2.85,cup
8343,1187,177,3.49,cup
8344,2037,2828,3.43,cup
8345,1419,1765,2.46,tsp
8346,2463,445,3.7,ml
8347,817,2160,4.04,cup
8348,10,1398,3.43,tsp
8349,3101,1297,3.26,cup
8350,145,1884,2.09,cup
8351,3812,2821,1.47,ml
8352,1698,2812,4.26,cup
8353,2111,2620,1.31,tbsp
8354,689,882,1.79,tsp
8355,3567,455,1.75,ml
8356,1822,2507,2.06,tbsp
8357,2621,1007,0.86,tbsp
8358,45,1006,0.6,tbsp
8359,1753,495,3.53,piece
8360,2192,1056,2.72,tbsp
8361,3068,2828,4.24,g
8362,666,2814,4.03,piece
8363,986,1350,3.89,tsp
8364,1321,985,2.92,g
8365,3184,1652,3.47,g
8366,3829,1213,1.29,piece
8367,1635,2275,4.15,cup
8368,2258,2789,4.21,tsp
8369,2045,291,2.98,ml
8370,3811,2804,4.25,cup
8371,3164,819,1.03,piece
8372,317,26,0.97,cup
8373,990,2340,2.17,ml
8374,3917,1935,1.64,piece
8375,2455,1452,4.08,tsp
8376,3746,2434,0.79,cup
8377,1775,794,2.99,cup
8378,3416,887,4.61,cup
8379,3054,1030,4.97,g
8380,1801,2423,1.78,ml
8381,3060,1732,3.05,tbsp
8382,336,1609,1.71,tsp
8383,3055,826,2.23,ml
8384,656,457,0.19,piece
8385,1072,558,4.48,tbsp
8386,588,2152,1.11,piece
8387,3330,491,4.63,tbsp
8388,1907,458,5.0,piece
8389,3957,2022,1.18,tsp
8390,3541,1264,0.33,tsp
8391,2783,2413,3.44,tbsp
8392,3552,1840,3.21,ml
8393,74,352,3.05,tbsp
8394,3879,2403,1.33,g
8395,1178,1301,1.63,cup
8396,2898,2051,3.61,tsp
8397,578,1839,4.11,tsp
8398,2616,1287,2.25,tsp
8399,2456,128,3.12,tbsp
8400,2544,1429,2.23,tbsp
8401,1905,2768,4.22,tbsp
8402,3469,1760,4.07,tsp
8403,2344,580,3.9,tbsp
8404,1170,2022,4.35,tsp
8405,3593,1416,0.23,tsp
8406,1343,174,4.28,tsp
8407,3907,1141,1.7,tbsp
8408,3565,2458,4.51,tbsp
8409,196,2135,2.75,g
8410,310,1445,0.81,tbsp
8411,880,2103,1.74,g
8412,2716,1657,3.99,tsp
8413,3150,1943,4.14,piece
8414,3926,2736,4.39,ml
8415,1562,2631,0.85,tsp
8416,2153,1336,1.77,ml
8417,703,1851,2.42,piece
8418,2536,2556,1.31,ml
8419,280,2434,4.73,ml
8420,1272,1252,2.43,g
8421,1494,2137,2.19,ml
8422,1566,1308,4.45,piece
8423,3238,735,2.82,tsp
8424,3017,1058,2.36,ml
8425,2688,2582,2.05,piece
8426,358,757,4.18,tsp
8427,2779,423,1.27,g
8428,3594,222,2.23,g
8429,85,1942,3.84,piece
8430,92,2966,1.16,cup
8431,885,2929,0.31,ml
8432,493,2414,4.92,piece
8433,1013,173,3.41,piece
8434,3730,1710,2.14,g
8435,745,649,3.11,tbsp
8436,1303,274,1.64,ml
8437,211,2102,3.31,piece
8438,3170,1225,5.0,cup
8439,320,1119,2.04,g
8440,593,613,2.02,piece
8441,1066,1995,2.14,piece
8442,3731,512,3.67,tbsp
8443,2329,2461,2.27,g
8444,1086,1779,3.4,tbsp
8445,2205,752,1.84,cup
8446,2828,33,1.82,tsp
8447,2736,1082,0.24,tbsp
8448,1414,724,1.35,ml
8449,2936,1407,3.03,g
8450,1925,2631,0.88,piece
8451,1154,1588,1.43,g
8452,2835,2507,1.24,cup
8453,2420,2839,2.7,tbsp
8454,743,1521,2.88,tbsp
8455,2967,1192,2.06,cup
8456,2781,1380,1.47,tsp
8457,466,2043,1.93,g
8458,2589,1921,0.58,tbsp
8459,618,788,1.79,cup
8460,2830,808,2.29,g
8461,2023,690,0.7,tbsp
8462,992,558,2.42,piece
8463,2333,1270,3.94,ml
8464,1014,591,4.57,cup
8465,1084,1358,0.3,piece
8466,3476,2005,2.85,cup
8467,396,2946,0.29,ml
8468,1088,1015,4.64,g
8469,253,1847,1.19,tbsp
8470,2200,2886,3.71,piece
8471,368,1617,2.68,g
8472,3605,2072,3.02,piece
8473,2125,1972,1.99,ml
8474,37,1754,0.15,piece
8475,1812,89,1.87,cup
8476,984,1646,2.39,tsp
8477,1483,2874,3.71,ml
8478,1086,1236,0.29,tbsp
8479,610,1290,2.01,tbsp
8480,3553,551,2.01,tbsp
8481,3400,2502,0.31,ml
8482,1997,1198,3.37,g
8483,1842,2509,3.21,g
8484,2742,25,4.64,g
8485,1406,2567,3.64,tsp
8486,643,2782,3.15,g
8487,478,2460,1.23,g
8488,2249,161,0.4,piece
8489,3292,1074,4.27,ml
8490,1374,1619,0.96,g
8491,306,1437,0.41,tsp
8492,1745,1645,1.53,ml
8493,1428,2749,4.45,piece
8494,1275,2298,0.79,ml
8495,1826,2982,1.95,ml
8496,1607,1798,0.54,tbsp
8497,490,2300,3.33,ml
8498,3130,1540,0.55,ml
8499,2635,1049,3.77,g
8500,638,756,3.5,tsp
8501,1069,382,4.04,g
8502,846,203,1.96,tsp
8503,1637,290,2.04,piece
8504,432,982,4.43,tbsp
8505,2855,684,4.16,tbsp
8506,3471,2063,2.18,g
8507,1366,1679,1.63,tbsp
8508,2283,2241,0.28,g
8509,3389,1784,4.83,tsp
8510,321,2944,0.13,tbsp
8511,3674,668,4.37,ml
8512,53,1139,3.32,g
8513,2190,156,2.36,ml
8514,3443,2822,2.84,tbsp
8515,2233,2087,2.38,tsp
8516,957,2560,2.91,piece
8517,1777,1444,1.24,g
8518,1032,2001,1.17,ml
8519,2373,727,0.17,piece
8520,677,666,4.13,tsp
8521,2873,1256,0.13,piece
8522,3418,1627,2.79,piece
8523,2624,2670,0.41,piece
8524,3981,2575,2.49,piece
8525,377,1861,4.04,ml
8526,1666,594,1.95,piece
8527,3113,114,4.74,cup
8528,1410,1369,3.39,cup
8529,1671,439,3.24,tbsp
8530,2274,1644,1.31,cup
8531,2151,193,3.19,tbsp
8532,2215,1547,3.62,cup
8533,3465,2399,2.14,tbsp
8534,1714,2305,4.25,g
8535,3420,1146,2.19,g
8536,3420,2825,1.44,cup
8537,2123,1912,1.37,tbsp
8538,140,2622,0.92,tbsp
8539,3142,1345,4.6,cup
8540,2775,1514,0.74,ml
8541,40,1538,1.26,g
8542,2604,1505,1.0,piece
8543,1765,2179,4.51,piece
8544,2487,889,0.84,piece
8545,2048,753,0.75,tbsp
8546,3384,894,4.38,ml
8547,2723,2741,1.64,g
8548,2039,27,4.92,tbsp
8549,1272,604,3.25,ml
8550,3922,809,0.13,tbsp
8551,1899,1865,2.94,tbsp
8552,306,275,0.37,tsp
8553,3951,1321,3.49,cup
8554,688,1735,0.57,piece
8555,3564,2183,3.68,tbsp
8556,2672,1788,3.33,tsp
8557,1280,1462,0.36,cup
8558,2668,2260,1.19,ml
8559,3317,702,4.12,ml
8560,10,548,1.16,piece
8561,711,1640,0.35,ml
8562,3451,1723,3.62,ml
8563,3957,1464,4.42,tsp
8564,2611,2495,3.81,ml
8565,1089,2548,1.48,tbsp
8566,2894,2743,4.41,cup
8567,420,2282,3.4,cup
8568,364,1811,2.9,ml
8569,1997,1006,0.3,tsp
8570,287,964,1.28,ml
8571,558,2608,2.02,ml
8572,3061,2838,3.18,ml
8573,256,1822,1.97,tsp
8574,102,229,3.81,piece
8575,1628,2168,3.68,tbsp
8576,568,2805,1.08,ml
8577,1464,1627,3.86,cup
8578,2327,1588,3.01,cup
8579,3278,1623,4.65,piece
8580,341,2506,2.52,g
8581,3962,2007,2.69,piece
8582,2553,2117,4.78,tbsp
8583,480,1941,4.46,ml
8584,2516,560,0.53,tbsp
8585,1474,2894,2.98,cup
8586,1846,438,0.38,tsp
8587,663,2143,2.52,piece
8588,311,1927,0.14,ml
8589,2502,739,0.75,cup
8590,2513,1272,3.35,cup
8591,2441,1228,2.36,g
8592,3922,682,3.17,tbsp
8593,2434,2444,0.66,tsp
8594,1506,1423,2.47,tbsp
8595,3325,1404,4.05,cup
8596,3654,2558,4.18,piece
8597,230,655,2.05,tsp
8598,2219,898,2.72,tsp
8599,2433,754,2.8,tbsp
8600,3902,2603,2.28,ml
8601,846,1601,0.21,piece
8602,1632,1571,2.97,tsp
8603,580,1602,1.69,tbsp
8604,2132,955,1.12,ml
8605,1739,2510,2.7,cup
8606,3495,1656,2.21,g
8607,1169,2751,4.14,piece
8608,2101,331,2.92,g
8609,3991,161,0.65,piece
8610,3923,2970,2.67,tsp
8611,2957,141,1.65,g
8612,1002,646,2.64,piece
8613,75,1322,0.35,g
8614,2740,2586,1.48,tsp
8615,1376,415,3.16,g
8616,2544,1933,2.41,cup
8617,872,2380,0.6,tbsp
8618,1895,257,2.94,tsp
8619,196,1966,3.06,cup
8620,3968,2752,4.16,g
8621,3330,1599,0.99,cup
8622,548,2832,4.1,ml
8623,3680,158,4.06,g
8624,3515,1770,4.0,g
8625,1221,909,1.35,piece
8626,314,1820,2.28,cup
8627,2490,418,0.82,cup
8628,3858,830,1.21,piece
8629,2748,2487,3.26,piece
8630,87,1209,0.87,ml
8631,3848,687,4.09,cup
8632,1240,468,0.92,tbsp
8633,1104,1216,2.67,tsp
8634,3157,1998,4.99,piece
8635,3274,912,0.11,piece
8636,530,1700,4.75,tbsp
8637,3,2001,2.45,tbsp
8638,3584,886,2.5,ml
8639,186,1993,2.79,tbsp
8640,2796,1700,0.95,g
8641,1547,2595,2.5,tsp
8642,3698,2626,2.17,tbsp
8643,1200,2840,3.41,ml
8644,1020,2389,4.72,ml
8645,3991,1739,0.11,tsp
8646,3781,1205,3.23,tsp
8647,1934,1075,3.05,piece
8648,160,1938,3.45,tbsp
8649,2314,1992,3.59,ml
8650,3273,2854,3.54,piece
8651,1688,2824,4.57,ml
8652,1927,2861,1.81,ml
8653,1520,1903,0.43,tsp
8654,459,2348,2.62,piece
8655,3874,2381,2.29,piece
8656,3399,806,1.16,tbsp
8657,672,489,1.1,tbsp
8658,3370,2070,1.48,tbsp
8659,2963,1207,4.99,piece
8660,2035,595,4.98,cup
8661,3102,1769,4.47,tbsp
8662,1738,2733,0.89,tsp
8663,3072,2190,1.03,tbsp
8664,1442,923,1.83,piece
8665,2227,1794,0.62,tsp
8666,885,216,4.54,tsp
8667,289,1198,1.1,g
8668,3058,2338,3.42,ml
8669,3184,694,1.38,tsp
8670,1189,1395,4.69,tbsp
8671,2957,844,2.42,piece
8672,398,2288,3.68,g
8673,1740,1202,4.33,ml
8674,752,909,0.25,piece
8675,2346,638,0.29,cup
8676,2054,2204,0.69,tbsp
8677,1467,2376,1.66,piece
8678,1066,2701,2.39,piece
8679,1256,1568,0.78,tbsp
8680,1972,808,2.41,ml
8681,3683,214,2.98,piece
8682,3627,1691,2.15,piece
8683,3884,2978,2.03,g
8684,960,34,1.93,piece
8685,474,416,4.85,piece
8686,3176,2133,1.99,tbsp
8687,961,552,4.9,cup
